Ciarán Hinds,7,The Phantom of the Opera,5
Cillian Murphy,1,28 Days Later...,2
Cindi Sampson,9,The Last Kiss,2
Cindy Foster Jones,32,Weekend at Bernie's,2
Cindy Goldfield,22,Bandits,2
Claire Angelique,49,Mona Lisa Smile,2
Claire Carleton,9,Born Yesterday,2
Claire Danes,3,Les misérables,2
Claire Du Brey,3,Cinderella,2
Claire Du Brey,23,Heaven Can Wait,2
Claire Goodman,108,The Phantom of the Opera,5
Claire Nono,30,Cobra,2
Claire Schwebke,62,Appaloosa,2
Claire Skinner,15,Sleepy Hollow,2
Claire Smithies,9,Kill Bill: Vol. 2,2
Claire-Hope Ashitey,3,Shooting Dogs,2
Claire-Hope Ashitey,5,Children of Men,2
Claire-Hope Ashley,31,Shooting Dogs,2
Clancy Brown,5,The Guardian,2
Clara Blandick,10,A Star Is Born,2
Clara Blandick,20,Heaven Can Wait,2
Clara Khoury,28,Body of Lies,2
Clare Greet,44,The Ring,3
Clare Kramer,16,The Rules of Attraction,2
Clare Nono,40,48 Hrs.,2
Clare Wilkie,8,Filth and Wisdom,2
Clare-Hope Ashitey,13,Children of Men,2
Clarence Felder,9,A Nightmare on Elm Street: The Dream Child,2
Clarence Felder,27,The Last Boy Scout,2
Clarence Gilyard Jr.,13,Die Hard,2
Clarence H. Wilson,48,A Star Is Born,2
Clarence Muse,15,Heaven Can Wait,2
Clarence Straight,22,Spellbound,2
Clarence Williams III,7,Tough Guys Don't Dance,2
Clark Gable,1,Mutiny on the Bounty,2
Clark Gregg,5,When a Stranger Calls,2
Clark Gregg,16,The Usual Suspects,2
Clark Heathcliffe Brolly,25,The Last of the Mohicans,2
Clark Lee Walker,54,The Final Cut,2
Clark Middleton,10,Kill Bill: Vol. 2,2
Clarke Bittner,19,Flirting with Disaster,2
Clarque Johnson,14,The Sentinel,2
Claude Duneton,6,La double vie de Véronique,2
Claude King,31,A Star Is Born,2
Claude LeSache,20,The Razor's Edge,2
Claude Mansard,10,À bout de souffle,2
Claude Prefontaine,10,Some Girls,2
Claude Prefontaine,44,Black Robe,2
Claude Rains,4,The Adventures of Robin Hood,2
Claudette Wells,48,4: Rise of the Silver Surfer,2
Claudia Crespin,33,Phenomenon,2
Claudia Karvan,10,Star Wars: Episode III - Revenge of the Sith,2
Claudia Karvan,25,Star Wars: Episode II - Attack of the Clones,2
Claudia Wells,7,Back to the Future,2
Claudia Wilkens,44,The Mighty Ducks,2
Claudie Blakley,10,Pride & Prejudice,2
Claudio Santamaria,10,Casino Royale,2
Clayne Crawford,8,Unknown,2
Clayton Barclay Jones,9,Lassie,2
Clayton Big Eagle,14,Dances with Wolves,2
Clayton Landey,13,Tank Girl,2
Clayton Landey,20,The Blob,2
Clayton Rohner,2,"I, Madman",2
Clea DuVall,6,But I'm a Cheerleader,2
Clem Bevans,11,Go West,2
Clemans Schick,20,Casino Royale,2
Clement Blake,9,Dead End,2
Clemente Spottedhorse,50,The Missing,2
Clif Stokes,37,North Country,3
Cliff Curtis,4,Live Free or Die Hard,2
Cliff Curtis,4,Whale Rider,2
Cliff Curtis,11,Runaway Jury,2
Cliff De Young,3,Flight of the Navigator,2
Cliff Edwards,2,Pinocchio,2
Cliff Gravel,25,Appaloosa,2
Cliff Happy,22,The Missing,2
Cliff Happy,29,Charlie's Angels: Full Throttle,2
Cliff Happy,49,Raw Deal,2
Cliff Lyons,40,Ben-Hur,2
Cliff Osmond,24,The Front Page,2
Clifford Buckton,45,The Man Who Knew Too Much,2
Clifford David,25,Kinsey,3
Clifton Collins Jr.,10,The Rules of Attraction,2
Clifton Collins Jr.,11,Traffic,2
Clifton James,8,Cool Hand Luke,2
Clint E. Lilley,23,The Time Machine,3
Clint Eastwood,1,The Bridges of Madison County,2
Clint Eastwood,1,The Enforcer,2
Clint Eastwood,1,True Crime,2
Clint Eastwood,1,Unforgiven,2
Clint Howard,6,How the Grinch Stole Christmas,2
Clint Howard,9,The Jungle Book,3
Clint Howard,16,The Missing,2
Clint Howard,21,Halloween,2
Clint Smith,33,48 Hrs.,2
Clint Walker,86,The Ten Commandments,2
Clinton Goldsmith,107,The Phantom of the Opera,5
Clive Ashborn,40,V for Vendetta,2
Clive Geraghty,12,Into the West,2
Clive Mantle,14,Alien³,2
Clive Merrison,5,Heavenly Creatures,2
Clive Owen,1,Children of Men,2
Clive Owen,1,King Arthur,2
Clive Owen,2,Inside Man,2
Clive Owen,3,Elizabeth: The Golden Age,2
Clive Owen,3,The Bourne Identity,2
Clive Russell,11,The Mists of Avalon,2
Clive Russell,12,The 13th Warrior,2
Clive Wood,13,Treasure Island,2
Cloris Leachman,8,The Women,3
Cloris Leachman,16,The Longest Yard,2
Clyde Cook,5,Oliver Twist,3
Cody Glenn,19,The Fugitive,2
Cody Hanford,9,Asylum,2
Cody Kasch,4,Asylum,2
Coinneach Alexander,58,Star Wars: Episode III - Revenge of the Sith,2
Colby French,30,Grosse Pointe Blank,2
Colby Kline,35,The Last Boy Scout,2
Cole Hauser,9,The Break-Up,3
Cole Hawkins,14,The School of Rock,2
Cole Heppell,9,The Fog,2
Cole Landels,33,4: Rise of the Silver Surfer,2
Cole Williams,15,North Country,3
Coleen Maloney,21,The Ring,3
Coleman Francis,29,Beyond the Valley of the Dolls,2
Colin Bain,31,The Rules of Attraction,2
Colin Campbell,25,Sabrina,2
Colin Clive,1,Frankenstein,2
Colin Farrell,1,Alexander,2
Colin Farrell,1,Ask the Dust,2
Colin Farrell,1,Miami Vice,2
Colin Hanks,5,King Kong,4
Colin Hanks,6,Get Over It,2
Colin Hurley,36,Henry V,2
Colin Kenny,17,The Adventures of Robin Hood,2
Colin Maitland,13,Lolita,2
Colin Salmon,5,Punisher: War Zone,4
Colin Salmon,15,Match Point,2
Colin Salmon,16,The Bank Job,2
Colin Stinton,8,Proof,2
Colleen Camp,7,Wayne's World,2
Colleen Camp,9,The Associate,2
Colleen Camp,12,Loser,2
Colleen Crozier,26,Mission: Impossible III,2
Colleen Dunn,16,The Stepford Wives,2
Colleen Fitzpatrick,14,Get Over It,2
Collin Chou,12,DOA: Dead or Alive,4
Collins Pennie,5,Prom Night,2
Colm Feore,4,The Wrong Guy,2
Colm Feore,5,Changeling,2
Colm Feore,9,Face/Off,3
Colm Meaney,5,"Mystery, Alaska",2
Colm Meaney,6,Blueberry,2
Colm Meaney,16,Into the West,2
Colm Meaney,34,The Last of the Mohicans,2
Conan Lee,72,4: Rise of the Silver Surfer,2
Connie Nielsen,3,Gladiator,2
Connie Nielsen,3,Soldier,2
Connie Nielsen,3,The Hunted,2
Connie Nielsen,7,The Devil's Advocate,2
Connie Ray,15,The Time Machine,3
Connor Christopher Levins,37,Eight Below,2
Connor Paolo,9,Alexander,2
Conor Duffy,26,Dances with Wolves,2
Conrad Coates,16,The Sentinel,2
Conrad Palmisano,81,The Guardian,2
Conrado San Martin ,20,King of Kings,2
Constance Cummings,2,Movie Crazy,3
Constance Forslund,11,Village of the Damned,2
Constance Schulman,9,Sweet and Lowdown,2
Constance Towers,6,A Perfect Murder,2
Constantine Gregory,16,Flawless,2
Constantine Romanoff,12,Movie Crazy,3
Coolio,13,Get Over It,2
Copper Cunningham,27,Taxi Driver,2
Copper Penny,22,Lolita,2
Cora Sue Collins,15,Anna Karenina,2
Corbin Bleu,4,High School Musical,2
Corbin Bleu,5,High School Musical 3: Senior Year,2
Corby Griesenbeck,28,Appaloosa,2
Cordelia Beresford,15,Black Robe,2
Corey Feldman,8,The Lost Boys,2
Corey Gorewicz,18,Hairspray,2
Corey Haim,2,The Lost Boys,2
Corey Johnson,10,The Mummy,3
Corey Parker Robinson,15,See No Evil,2
Corey Rand,21,Cloak & Dagger,2
Corey Spears,24,Traffic,2
Corey Stoll,35,North Country,3
Corin Nemec,11,Tucker: The Man and His Dream,2
Corin Redgrave,7,Enigma,2
Cornelius Booth,14,Pride & Prejudice,2
Cornell John,14,The Chronicles of Narnia: Prince Caspian,2
Corp. Munto Anampio,7,King Solomon's Mines,3
Corrado Gaipa,17,The Godfather,2
Corri English,37,Runaway Jury,2
Corrine DeGroot,66,The Guardian,2
Corrine Manning,52,The Associate,2
Cory Hodges,27,Bad Boys,2
Cosie Costa,3,Missing in Action 2: The Beginning,2
Cosima Shaw,36,V for Vendetta,2
Cosmo Dematteo,12,Invincible,2
Courteney Cox,22,The Longest Yard,2
Courtland Mead,30,Babe,2
Courtney B. Vance,2,The Adventures of Huck Finn,2
Courtney Cunningham,27,Assault on Precinct 13,2
Courtney Gains,18,Back to the Future,2
Courtney Gains,19,Halloween,2
Courtney Love,3,Man on the Moon,2
Courtney Woods,12,The Parent Trap,2
Craig Braun,45,The Associate,2
Craig Bruhnanski,8,Alone in the Dark,3
Craig Brunanski,21,Alone in the Dark,3
Craig Davis,16,The Time Machine,3
Craig Fairbrass,15,The Bank Job,2
Craig Ferguson,13,Lemony Snicket's A Series of Unfortunate Events,2
Craig Gierl,22,The Cure,2
Craig Hall,12,King Kong,4
Craig Hall,13,30 Days of Night,2
Craig Henne,20,Cape Fear,3
Craig Horner,11,See No Evil,2
Craig Johnson,15,Stoked: The Rise and Fall of Gator,2
Craig Johnson,35,August Rush,4
Craig Kelly,21,Titanic,2
Craig Kilborn,10,The Shaggy Dog,2
Craig Kingsbury,13,Jaws,2
Craig Kirkwood,20,Calendar Girls,3
Craig Noble,24,A Nightmare on Elm Street: The Dream Child,2
Craig Noble,43,The Blob,2
Craig Olejnik,9,Thir13en Ghosts,3
Craig Pinckes,47,The Last Boy Scout,2
Craig R. Baxley,38,The Warriors,2
Craig Reynolds,63,The Island,2
Craig Susser,37,Prom Night,2
Craig T. Nelson,8,The Devil's Advocate,2
Craig Thomas,8,Dr. Jekyll and Mr. Hyde,3
Craig Wayans,14,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,2
Crauford Kent,31,Mutiny on the Bounty,2
Crauford Kent,31,The Adventures of Robin Hood,2
Crawford Binion,7,"Oh, God! You Devil",2
Cree Summer,9,Clifford's Really Big Movie,2
Creighton Hale,15,The Maltese Falcon,2
Creighton Hale,19,Sunset Blvd.,2
Crispin Bonham-Carter,40,Casino Royale,2
Crispin Glover,3,Back to the Future,2
Crispin Glover,6,Charlie's Angels: Full Throttle,2
Cristen Kauffman,23,Back to the Future,2
Cristiano Bonora,28,The Italian Job,2
Cristina Anzu Lawson,5,Best of the Best 3: No Turning Back,2
Cristina Brondo,10,Les poupées russes,2
Cristos,33,Impostor,2
Crystal A. Elliott,51,August Rush,4
Crystal Lowe,19,4: Rise of the Silver Surfer,2
Crystal Lowe,25,Insomnia,2
Cuba Gooding Jr.,2,Jerry Maguire,2
Curd Jürgens,2,Et Dieu... créa la femme,2
Currie Graham,16,Assault on Precinct 13,2
Curt Bois,5,Der Himmel über Berlin,2
Curt Bois,18,The Hunchback of Notre Dame,3
Curtis Anderson,28,The Rules of Attraction,2
Curtis Armstrong,14,The Adventures of Huck Finn,2
Curtis Armstrong,16,Man of the House,2
Curtis F. Gaston,23,The Last of the Mohicans,2
Curtis Matthew,25,The Chronicles of Narnia: Prince Caspian,2
Curtis Plagge,32,North Country,3
Cy Kendall,27,Road to Morocco,2
Cybill Shepherd,2,Taxi Driver,2
Cyd Charisse,6,Singin' in the Rain,3
Cyia Batten,36,Charlie's Angels: Full Throttle,2
Cylk Cozart,20,Love Affair,2
Cynthia Baker,52,The Fugitive,2
Cynthia Burr,23,Scarface,3
Cynthia Caquelin,13,Flight of the Navigator,2
Cynthia Clark,71,Appaloosa,2
Cynthia Eastman,28,Dead Ringers,2
Cynthia Huerta,36,Appaloosa,2
Cynthia Lamontagne,21,Flirting with Disaster,2
Cynthia Lopez,38,"See No Evil, Hear No Evil",2
Cynthia Mace,20,Michael Clayton,2
Cynthia Martells,9,The Wood,2
Cynthia Myers,2,Beyond the Valley of the Dolls,2
Cynthia Nixon,6,The Out-of-Towners,2
Cynthia Quinn,35,F/X2,2
Cyril Cusack,4,Nineteen Eighty-Four,2
Cyril Raffaelli,14,Live Free or Die Hard,2
Cyrus Shaki-Khan,11,The Road to El Dorado,2
Cécile Breccia,12,The Hills Have Eyes II,2
Cécile De France,3,Les poupées russes,2
Cécile De France,5,Around the World in 80 Days,2
D.B. Sweeney,11,Miracle at St. Anna,2
D.J. Cotrona,13,Venom,2
D.J. Qualls,5,Road Trip,3
D.J. Qualls,15,Big Trouble,2
D.V. DeVincentis,15,Grosse Pointe Blank,2
D.W. Moffett,9,Twisted,2
D.W. Moffett,17,Traffic,2
DJ Abdel,32,Eight Below,2
Daan Ekkel,3,Simon,2
Dabbs Greer,17,Invasion of the Body Snatchers,4
Dabney Coleman,2,Cloak & Dagger,2
Daeg Faerch,9,Halloween,2
Dagmara Dominczyk,7,Trust the Man,2
Dagmara Dominczyk,16,Kinsey,3
Daisuke Katô,6,Shichinin no samurai,2
Daisuke Nagashima,40,Letters from Iwo Jima,2
Daisuke Ryu,6,Kagemusha,2
Daisuke Tsuji,46,Letters from Iwo Jima,2
Daisy Baldwin,44,Mona Lisa Smile,2
Daisy Belmore,13,Dracula,3
Daisy Belmore,24,All Quiet on the Western Front,2
Daisy D'Ora,7,Die Büchse der Pandora,2
Dakota Fanning,2,Dreamer: Inspired by a True Story,2
Dakota Fanning,2,Man on Fire,2
Dakota Fanning,2,War of the Worlds,3
Dakota Fanning,14,Charlotte's Web,2
Dakota Goyo,8,Resurrecting the Champ,2
Dal McKennon,19,The Birds,2
Dale Dickey,8,A Perfect Getaway,3
Dale Dunham,18,The Mighty Ducks,2
Dale Dye,36,Natural Born Killers,3
Dale Fuller,6,Foolish Wives,2
Dale Handevidt,23,The Cure,2
Dale Holt,1,The Thin Blue Line,2
Dale Kappy,140,Appaloosa,2
Dale Robinette,20,The Jazz Singer,2
Dale Van Sickel,14,20 Million Miles to Earth,2
Dalip Singh,15,The Longest Yard,2
Dallas Malloy,114,Jerry Maguire,2
Dallas McKinney,12,Kicking & Screaming,2
Dallas Roberts,4,Joshua,2
Dallas Roberts,5,Flicka,2
Dallas Roberts,6,3:10 to Yuma,2
Dalton Cathey,22,Black Moon Rising,2
Dalton McGuire,40,Cabin Fever,2
Damian Jones,136,The Phantom of the Opera,5
Damian O'Flynn,15,A Foreign Affair,2
Damian O'Hare,21,Pirates of the Caribbean: The Curse of the Black Pearl,2
Damien Jackson,112,The Phantom of the Opera,5
Damien Lee Stirk,83,The Phantom of the Opera,5
Damien Thomas,7,Sinbad and the Eye of the Tiger,2
Damir Andre,47,F/X2,2
Damir Andrei,8,Dead Ringers,2
Damir Kukulj,27,The Hunting Party,3
Damir Saban,8,The Hunting Party,3
Damián Alcázar,12,The Chronicles of Narnia: Prince Caspian,2
Damián Alcázar,13,Men with Guns,2
Damián Delgado,10,Men with Guns,2
Damon Carney,22,The Hitcher,2
Damon Herriman,10,House of Wax,2
Damon Hines,9,Lethal Weapon,2
Damon Johnson,23,Eight Below,2
Damon Lipari,47,The Guardian,2
Damon Wayans,2,The Last Boy Scout,2
Damon Wayans,15,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,2
Damu King,18,Shaft,2
Dan Aykroyd,2,The Curse of the Jade Scorpion,2
Dan Aykroyd,3,Grosse Pointe Blank,2
Dan Aykroyd,3,My Girl,2
Dan Aykroyd,6,Crossroads,2
Dan Aykroyd,7,Loser,2
Dan Bell,12,Wayne's World,2
Dan Butler,6,The Fan,2
Dan Butler,8,The First $20 Million Is Always the Hardest,2
Dan Byrd,5,The Hills Have Eyes,2
Dan Castellaneta,6,The Pursuit of Happyness,2
Dan Castellaneta,17,Love Affair,2
Dan Cox,27,Weekend at Bernie's,2
Dan Cummings,74,Fever Pitch,2
Dan Darin-Zanco,45,Fever Pitch,2
Dan Dierdorf,47,Jerry Maguire,2
Dan Fogler,1,Balls of Fury,3
Dan Fogler,15,School for Scoundrels,2
Dan Foster,34,Singin' in the Rain,3
Dan Hedaya,8,The Usual Suspects,2
Dan Hedaya,11,Ransom,2
Dan Kamin,15,The Rookie,2
Dan Kelpine,32,Twister,2
Dan McCann,13,The Time Machine,3
Dan Meaden,32,Never Say Never Again,2
Dan Metcalfe,17,Kicking & Screaming,2
Dan Moran,45,The Curse of the Jade Scorpion,2
Dan O'Herlihy,5,Fail-Safe,2
Dan Partain,40,Phenomenon,2
Dan Patrick,24,The Longest Yard,2
Dan Preston,38,Weekend at Bernie's,2
Dan Redican,9,The Wrong Guy,2
Dan Rivera Gonzalez,11,Men with Guns,2
Dan Seymour,18,Road to Morocco,2
Dan Shor,7,Black Moon Rising,2
Dan Wargo,45,Weekend at Bernie's,2
Dan Weltner,26,Mona Lisa Smile,2
Dan Ziskie,13,Eight Below,2
Dan Ziskie,36,Kinsey,3
Dana Anderson,9,The Karate Kid,3
Dana Carvey,2,Wayne's World,2
Dana Carvey,22,This Is Spinal Tap,3
Dana Davis,4,Prom Night,2
Dana Elcar,16,Fail-Safe,2
Dana Ivey,6,The Adventures of Huck Finn,2
Dana Ivey,10,The Scarlet Letter,2
Dana Ivey,12,Broken English,2
Dana Kaminski,19,Big,2
Dana Smith Croll,13,Eastern Promises,2
Dana Stevens,46,Bill & Ted's Bogus Journey,2
Dana Wynter,2,Invasion of the Body Snatchers,4
Dandy Nichols,17,Britannia Hospital,2
Dane Cook,1,Employee of the Month,2
Dane Cook,3,Dan in Real Life,2
Dane Garretson,18,The Girl Next Door,3
Danelle Hand,25,Cat People,2
Danette Mackay,4,Dr. Jekyll and Mr. Hyde,3
Danette Mackay,38,The Greatest Game Ever Played,2
Dani McNutt,55,Appaloosa,2
Daniel Andreas,30,Casino Royale,2
Daniel Auteuil,1,Caché,2
Daniel Bacon,26,Eight Below,2
Daniel Benzali,11,Believers,2
Daniel Boulanger,3,À bout de souffle,2
Daniel Brocklebank,4,The Hole,2
Daniel Bryan Corkill,23,Dune,2
Daniel Brühl,3,2 Days in Paris,2
Daniel Caltagirone,16,The Beach,4
Daniel Caltagirone,21,The Fall,2
Daniel Camp,28,Steel Magnolias,2
Daniel Castro,10,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2
Daniel Chatto,13,The Razor's Edge,2
Daniel Craig,1,Casino Royale,2
Daniel Craig,2,The Mother,2
Daniel Cudmore,17,Alone in the Dark,3
Daniel Dae Kim,27,Crash,3
Daniel Daperis,15,Darkness Falls,2
Daniel Day-Lewis,1,The Last of the Mohicans,2
Daniel Day-Lewis,2,Gangs of New York,2
Daniel DeSanto,21,The Freshman,3
Daniel Dion,22,The Freshman,3
Daniel Donaldson,66,V for Vendetta,2
Daniel Duval,7,Caché,2
Daniel Franzese,15,War of the Worlds,3
Daniel González,29,Courage Under Fire,2
Daniel Greene,8,"Me, Myself & Irene",2
Daniel Greene,13,Fever Pitch,2
Daniel Gélin,5,The Man Who Knew Too Much,2
Daniel Hugh Kelly,3,The In Crowd,2
Daniel J. Molthen,8,The Guardian,2
Daniel Jenkins,23,Joshua,2
Daniel Jon Bergman,135,Appaloosa,2
Daniel Krieger,80,Appaloosa,2
Daniel Lapaine,12,Last Chance Harvey,2
Daniel Levans,31,Grease,2
Daniel Logan,22,Star Wars: Episode II - Attack of the Clones,2
Daniel Mays,4,The Bank Job,2
Daniel Newman,12,Robin Hood: Prince of Thieves,2
Daniel Parker,30,Appaloosa,2
Daniel Peacock,13,Robin Hood: Prince of Thieves,2
Daniel Pino,7,Flicka,2
Daniel Ponickly,99,Mona Lisa Smile,2
Daniel Rodgers,41,This Is Spinal Tap,3
Daniel Roebuck,8,The Fugitive,2
Daniel Roebuck,18,Halloween,2
Daniel Southern,13,The 13th Warrior,2
Daniel Spink,46,Invincible,2
Daniel Studi,3,Spirit: Stallion of the Cimarron,2
Daniel Tamberelli,20,The Adventures of Huck Finn,2
Daniel Tamberelli,42,The Mighty Ducks,2
Daniel Thonon,53,Black Robe,2
Daniel Webb,7,Alien³,2
Daniel Webb,28,Henry V,2
Daniel Wesley,17,Thir13en Ghosts,3
Daniel Wilder,50,The Pursuit of Happyness,2
Daniel Wu,17,Around the World in 80 Days,2
Daniel Wylie,26,Peter Pan,2
Daniel York,14,The Beach,4
Daniel Zacapa,24,Phenomenon,2
Daniel von Bargen,11,"O Brother, Where Art Thou?",2
Daniella Alonso,3,The Hills Have Eyes II,2
Danielle Batone,11,American Splendor,2
Danielle Harris,6,Halloween,2
Danielle Harris,6,The Last Boy Scout,2
Danielle Mason,3,Black Sheep,2
Danielle Meierhenry,28,Problem Child 2,2
Danielle Panabaker,10,"Yours, Mine and Ours",2
Danielle Reneau,27,But I'm a Cheerleader,2
Danielle Skraastad,39,Michael Clayton,2
Danira Govic,17,The Mother,2
Danira Govich,10,The Mother,2
Dann Florek,9,Getting Even with Dad,2
Danny Aiello,4,Léon,2
Danny Beene,15,Dreamer: Inspired by a True Story,2
Danny Bolero,8,The Hitcher,2
Danny Borzage,24,My Darling Clementine,2
Danny Cooksey,7,Mac and Me,2
Danny Cosmo Higginbottom,83,The Guardian,2
Danny DeVito,2,Man on the Moon,2
Danny Dyer,1,The Business,2
Danny Edmo,34,Appaloosa,2
Danny Glover,2,Lethal Weapon,2
Danny Glover,4,The Shaggy Dog,2
Danny Glover,9,Blindness,2
Danny Goldberg,15,Soul Survivors,2
Danny Goldring,42,The Fugitive,2
Danny Gura,19,Problem Child 2,2
Danny Haneman,20,Problem Child 2,2
Danny Hassel,4,A Nightmare on Elm Street: The Dream Child,2
Danny Huston,3,30 Days of Night,2
Danny Huston,4,The Proposition,2
Danny Huston,8,Children of Men,2
Danny Huston,8,The Aviator,2
Danny Kortchmar,38,This Is Spinal Tap,3
Danny Lima,52,Bulletproof Monk,2
Danny Lockin,25,Gypsy,2
Danny Mann,5,Babe,2
Danny Masterson,6,Yes Man,3
Danny Masterson,18,Face/Off,3
Danny McCarthy,9,Proof,2
Danny McCarthy,13,The Amityville Horror,2
Danny Mora,22,"Oh, God! You Devil",2
Danny Nucci,12,Titanic,2
Danny Pino,21,Flicka,2
Danny Ponce,26,"Oh, God! You Devil",2
Danny R. McBride,7,The Heartbreak Kid,2
Danny Rimmer,78,Jerry Maguire,2
Danny Rivera,20,Men with Guns,2
Danny Trejo,7,Spy Kids 2: Island of Lost Dreams,2
Danny Trejo,11,Halloween,2
Danny Trejo,14,From Dusk Till Dawn,2
Danny Webb,20,Alien³,2
Danny Webb,23,Valkyrie,2
Danny Wong,17,Rollerball,2
Danny Woodburn,9,Employee of the Month,2
Dante Basco,11,But I'm a Cheerleader,2
Dante Walker,56,Cabin Fever,2
Daphne D. Ross,91,Appaloosa,2
Dara Osborne,102,Appaloosa,2
Darcy Jo Martin,36,Cabin Fever,2
Darius Chambers,1,The Boys of Baraka,2
Darlene Carr,14,The Jungle Book,3
Darlene Conley,17,The Birds,2
Darlene Love,6,Lethal Weapon,2
Darrell Craig Davis,73,Invincible,2
Darrell M. Heath,6,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,2
Darrell Orydzuk,15,The Assassination of Jesse James by the Coward Robert Ford,3
Darrell Schmidt,92,Appaloosa,2
Darrell Zwerling,19,Grease,2
Darren Frost,28,Assault on Precinct 13,2
Darren Frost,34,Fever Pitch,2
Darren Hird,56,The Final Cut,2
Darren McGavin,7,Raw Deal,2
Darren Mitchell,38,Peter Pan,2
Darren Mitchell,50,The Island,2
Darren Moore,4,Impulse,2
Darren Shahlavi,15,Alone in the Dark,3
Darren Shahlavi,15,The Final Cut,2
Darrian McClanahan,8,The Return,2
Darrie Lawrence,29,August Rush,4
Darrill Rosen,22,Joshua,2
Darryl Alan Reed,13,Sweet and Lowdown,2
Darryl Chan,40,Balls of Fury,3
Darryl D. Stewart,46,Bandits,2
Darryl Edwards,12,The Associate,2
Darryl Fong,23,The Pursuit of Happyness,2
Darryl Jones,21,Village of the Damned,2
Daryl Hannah,4,Kill Bill: Vol. 2,2
Daryl Hannah,4,Steel Magnolias,2
Daryl Hannah,5,Grumpy Old Men,2
Daryl Marsh,37,The Blob,2
Daryl Mitchell,6,Galaxy Quest,2
Daryl Sabara,4,Spy Kids 2: Island of Lost Dreams,2
Daryl Sabara,17,Halloween,2
Dash Mihok,7,Punisher: War Zone,4
Dato Bakhtadze,25,Crash,3
Daud Shah,19,Casino Royale,2
Dave Adams,26,Black Moon Rising,2
Dave Barry,11,Some Like It Hot,2
Dave Caprita,12,My Girl,2
Dave Carey,27,Into the West,2
Dave Chappelle,5,The Nutty Professor,2
Dave Duffy,10,Into the West,2
Dave Duncan,16,Stoked: The Rise and Fall of Gator,2
Dave Efron,12,Hard Target,2
Dave Finnegan,11,Into the West,2
Dave Foley,1,The Wrong Guy,2
Dave Holmes,15,Balls of Fury,3
Dave Jensen,25,Runaway Jury,2
Dave Jensen,148,Appaloosa,2
Dave MacIntyre,15,Homeward Bound: The Incredible Journey,2
Dave Murray,35,Indiana Jones and the Last Crusade,2
Dave Thomassini,35,Assault on Precinct 13,2
Dave Tosh,78,The Phantom of the Opera,5
Dave Willock,17,Spellbound,2
Daveigh Chase,12,The Ring,3
Davetta Sherwood,10,Venom,2
"David ""Gruber"" Allen",12,Crossroads,2
David Ahdar,26,Sabrina,2
David Alan Basche,13,War of the Worlds,3
David Alan Grier,4,Boomerang,2
David Alan Grier,5,Blue Collar Comedy Tour: The Movie,2
David Alan Smith,30,The Cure,2
David Alpay,7,Man of the Year,2
David Anthony Higgins,3,The Wrong Guy,2
David Anthony Marshall,13,CrissCross,2
David Arey,23,Weekend at Bernie's,2
David Arneil,41,The Phantom of the Opera,5
David Arnott,4,CrissCross,2
David Bailie,10,Pirates of the Caribbean: The Curse of the Black Pearl,2
David Bailie,11,Pirates of the Caribbean: At World's End,2
David Bamber,12,Valkyrie,2
David Bard,38,Appaloosa,2
David Barrass,8,Flawless,2
David Barrett,36,Grosse Pointe Blank,2
David Beckham,1,Transformers,2
David Bedella,34,Alexander,2
David Blackwell,13,The Rookie,2
David Blackwell,18,Cat People,2
David Booth,55,Tucker: The Man and His Dream,2
David Bowers,35,Star Wars: Episode II - Attack of the Clones,2
David Bowers,36,Star Wars: Episode III - Revenge of the Sith,2
David Bowie,1,Gegen die Wand,2
David Bowles,18,The Chronicles of Narnia: Prince Caspian,2
David Brown,8,Inside Man,2
David Burton,13,Flicka,2
David Calder,9,The Mummy: Tomb of the Dragon Emperor,2
David Cale,9,The Endurance: Shackleton's Legendary Antarctic Expedition,2
David Cann,10,Nineteen Eighty-Four,2
David Carradine,2,Kill Bill: Vol. 2,2
David Carradine,2,Q,2
David Carrera,17,Bill & Ted's Bogus Journey,2
David Carty,1,Star Wars: Episode I - The Phantom Menace,2
David Caruso,1,Kiss of Death,2
David Caruso,2,King of New York,2
David Christo,30,The In-Laws,2
David Chung,5,Missing in Action 2: The Beginning,2
David Conrad,10,Wedding Crashers,2
David Copeland Goodman,33,National Treasure: Book of Secrets,2
David Cronenberg,5,Last Night,2
David Cronenberg,10,The Fly,2
David Cross,6,School for Scoundrels,2
David Cross,8,The Truth About Cats & Dogs,2
David D'Ovidio,23,The Wizard,2
David Darlow,37,The Fugitive,2
David Davies,23,King of Kings,2
David Davies,24,Ben-Hur,2
David Day,13,Father of the Bride,2
David Denman,8,Out Cold,2
David Denman,8,When a Stranger Calls,2
David Dorfman,3,The Ring,3
David Dorfman,8,The Texas Chainsaw Massacre,2
David Duchovny,1,Trust the Man,2
David Fine,37,The Pursuit of Happyness,2
David Fresco,8,A Little Princess,2
David Gallagher,22,Phenomenon,2
David Ganly,23,Body of Lies,2
David Garver,49,The Missing,2
David Gilbert,9,The Bridges of Madison County,2
David Greenspan,21,Trust the Man,2
David Gulpilil,8,The Proposition,2
David Gurian,6,Beyond the Valley of the Dolls,2
David Gyasi,8,Shooting Dogs,2
David Haines,43,The Pursuit of Happyness,2
